employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-23676961,Susan,Sanders,Male,New York,Rochester,2022-09-18,IT,System Administrator,Master,65162,Good,No,1988-10-31,2023-03-17
00-90585882,Charles,Vaughn,Female,New York,Buffalo,2023-08-17,Operations,Operations Analyst,Bachelor,70814,Satisfactory,Yes,1974-06-15,2024-04-25
00-15512205,Curtis,Barton,Female,New York,New York City,2018-11-06,Customer Service,Customer Service Representative,High School,58885,Satisfactory,No,1979-10-01,2021-05-31
00-59737181,Caroline,Martinez,Female,New York,Buffalo,2016-12-25,Operations,Logistics Coordinator,Bachelor,58962,Satisfactory,No,1988-04-02,2017-06-23
00-11698142,Kimberly,Reed,Female,New York,Rochester,2023-06-05,Customer Service,Support Specialist,High School,59738,Satisfactory,No,1991-08-30,2023-12-02
00-68186525,Mitchell,Hunter,Male,New York,Rochester,2024-05-04,Operations,Logistics Coordinator,Bachelor,62322,Satisfactory,Yes,2000-11-07,2024-10-31
00-71705170,Melissa,Short,Female,New York,New York City,2022-02-08,Operations,Inventory Specialist,Bachelor,52782,Satisfactory,No,1997-11-22,2023-09-12
00-80027662,Susan,Reid,Male,New York,New York City,2024-10-29,Customer Service,Help Desk Technician,Bachelor,81073,Good,No,1982-11-28,2025-04-27
00-82232344,Jasmine,Graham,Female,New York,New York City,2023-09-25,Sales,Sales Representative,Bachelor,62867,Good,Yes,1974-03-09,2024-03-23
00-89520597,Tammy,Nelson,Male,New York,Buffalo,2017-10-22,Operations,Inventory Specialist,High School,64449,Satisfactory,Yes,1994-01-12,2018-04-20
00-21631697,Amanda,Webb,Male,New York,Rochester,2017-06-08,Customer Service,Support Specialist,High School,61270,Excellent,No,1976-02-09,2021-12-25
00-72372114,Jessica,Adams,Male,New York,New York City,2020-11-06,Customer Service,Customer Service Representative,Bachelor,64430,Good,No,1986-05-01,2022-07-02
00-55150390,Mariah,Miller,Male,New York,Rochester,2015-11-17,Sales,Sales Specialist,Master,67964,Excellent,No,1990-11-16,2024-10-09
00-75437844,John,Marshall,Male,New York,Buffalo,2017-08-11,Sales,Sales Representative,Bachelor,79248,Good,No,1978-08-20,2020-07-30
00-47535126,Nicholas,Johnson,Female,New York,Rochester,2023-11-06,Sales,Sales Representative,Bachelor,66008,Good,No,1995-07-26,2024-05-04
00-84597009,Hunter,Lewis,Female,New York,Buffalo,2015-10-18,Customer Service,Help Desk Technician,Bachelor,80377,Good,No,1987-10-15,2016-04-15
00-42394260,Matthew,Beard,Male,Virginia,Richmond,2022-09-13,Operations,Logistics Coordinator,Bachelor,59088,Good,No,2001-06-08,2023-03-12
00-42255732,Joshua,Smith,Male,New York,Buffalo,2022-12-12,Sales,Sales Representative,Bachelor,80142,Excellent,No,2004-09-08,2023-06-10
00-75876924,Christopher,Cortez,Female,Florida,Miami,2019-06-27,Sales,Sales Representative,Bachelor,56881,Good,No,1995-01-09,2024-09-16
00-49491631,Katherine,Vaughn,Female,New York,Buffalo,2017-08-24,IT,Software Developer,Master,97870,Needs Improvement,No,1976-02-18,2018-02-20
00-51098277,Travis,Mcguire,Male,New York,New York City,2022-02-03,Customer Service,Support Specialist,Bachelor,67588,Good,No,1997-02-24,2022-08-02
00-84285882,Jeffrey,Holt,Female,New York,Buffalo,2020-04-21,Sales,Sales Representative,Bachelor,64957,Satisfactory,No,1993-06-06,2020-10-18
00-83871890,Bonnie,Kennedy,Male,Illinois,Chicago,2018-07-13,Customer Service,Customer Service Representative,Bachelor,67543,Needs Improvement,No,1980-01-01,2023-07-26
00-46361787,Ronald,Reese,Male,North Carolina,Raleigh,2018-05-01,Marketing,Content Creator,Bachelor,62657,Good,Yes,2003-11-10,2019-01-28
00-35848226,Jacqueline,Nelson,Male,Michigan,Grand Rapids,2018-04-02,Customer Service,Customer Service Representative,Bachelor,69141,Satisfactory,Yes,1985-12-14,2020-12-29
00-34850391,David,Lee,Male,New York,Buffalo,2017-02-13,Customer Service,Customer Service Representative,Bachelor,66956,Good,No,1989-05-18,2018-03-08
00-47111151,Amanda,Gill,Female,New York,Rochester,2022-03-09,Customer Service,Customer Service Representative,High School,61101,Excellent,No,1987-07-09,2022-09-05
00-47983442,Javier,Washington,Male,New York,Rochester,2024-09-21,Marketing,Marketing Coordinator,Bachelor,77495,Excellent,No,1995-01-05,2025-03-20
00-40532273,Tiffany,Warren,Male,New York,Rochester,2018-04-14,Operations,Inventory Specialist,High School,54230,Good,No,1994-02-02,2018-10-11
00-81690398,Craig,Lee,Female,New York,Rochester,2016-03-24,Operations,Logistics Coordinator,Bachelor,59671,Excellent,No,1963-06-29,2022-10-30
00-84270583,Harry,Smith,Male,Virginia,Richmond,2017-07-14,Sales,Sales Representative,Bachelor,77100,Good,Yes,1999-04-12,2023-03-20
00-75884623,Joshua,Mccann,Female,New York,New York City,2016-07-20,Operations,Logistics Coordinator,Bachelor,56242,Satisfactory,No,1977-07-28,2021-09-13
00-48163378,Heidi,Martinez,Female,Michigan,Detroit,2019-11-13,Finance,Accounts Payable Specialist,Bachelor,66804,Needs Improvement,Yes,1976-12-21,2023-11-07
00-34744872,Travis,Salas,Male,New York,Buffalo,2024-07-28,Customer Service,Help Desk Technician,Bachelor,64566,Good,No,1983-09-03,2025-01-24
00-74119726,Taylor,Alexander,Female,New York,Rochester,2016-03-08,Sales,Sales Specialist,PhD,92314,Good,No,1997-09-01,2023-04-22
00-76001106,Brett,Everett,Female,New York,Buffalo,2016-06-23,Finance,Accountant,Bachelor,90907,Excellent,No,1972-07-31,2019-08-22
00-17195288,Lynn,Morales,Female,New York,New York City,2017-01-27,Operations,Operations Analyst,Master,81808,Good,No,2002-12-29,2023-08-12
00-21432787,Crystal,Brown,Male,New York,New York City,2024-02-24,Sales,Sales Specialist,Bachelor,71952,Good,No,1996-03-01,2024-08-22
00-65857931,Anna,Torres,Female,New York,Rochester,2021-12-28,Operations,Logistics Coordinator,Bachelor,58831,Good,No,1982-02-10,2022-06-26
00-80138498,David,Duran,Male,Virginia,Norfolk,2018-08-09,Operations,Logistics Coordinator,Bachelor,69214,Good,No,1982-06-15,2022-03-07
00-88990506,Krystal,Perez,Female,Pennsylvania,Allentown,2024-07-09,Sales,Sales Consultant,Master,87218,Good,No,1973-04-07,2025-01-05
00-93352876,Shannon,Ramos,Female,Illinois,Naperville,2016-11-09,Customer Service,Help Desk Technician,High School,57716,Good,No,1974-12-19,2022-05-28
00-37888820,Veronica,Torres,Male,New York,New York City,2021-08-15,IT,IT Support Specialist,High School,66323,Satisfactory,Yes,1991-10-07,2023-10-26
00-20896797,Chelsea,Singh,Male,Ohio,Cleveland,2017-12-11,Customer Service,Customer Service Representative,High School,62498,Good,No,1981-06-15,2019-01-24
00-20075036,Jared,Clark,Female,New York,Buffalo,2017-08-29,Sales,Sales Representative,Bachelor,72916,Satisfactory,No,1990-04-24,2020-04-17
00-89699989,Eric,Thompson,Female,New York,Rochester,2019-01-28,Customer Service,Help Desk Technician,Bachelor,63909,Needs Improvement,No,1991-08-14,2019-07-27
00-48668783,Aaron,Hayes,Female,New York,New York City,2022-08-05,Customer Service,Help Desk Technician,Bachelor,81477,Excellent,Yes,1975-10-15,2023-02-01
00-70939053,Kelly,Hall,Male,New York,Rochester,2016-09-15,Operations,Inventory Specialist,Bachelor,59836,Good,No,1997-04-21,2019-03-24
00-93893865,Jacqueline,Gibson,Female,New York,Rochester,2020-09-07,Customer Service,Support Specialist,Bachelor,59829,Good,No,1999-08-23,2021-03-06
00-25405014,Sandra,French,Male,Florida,Orlando,2020-08-16,Customer Service,Help Desk Technician,High School,69938,Satisfactory,Yes,1984-12-20,2021-04-06
00-45652586,Donna,Peck,Female,New York,Rochester,2023-06-04,Operations,Logistics Coordinator,Bachelor,57205,Satisfactory,No,2003-07-22,2023-12-01
00-32269779,Amy,Holland,Male,New York,Rochester,2023-11-27,Marketing,Marketing Coordinator,Bachelor,75758,Satisfactory,Yes,1983-04-29,2024-05-25
00-86397676,Margaret,Jones,Male,New York,Rochester,2024-03-01,Marketing,Marketing Manager,Master,96650,Excellent,Yes,1965-06-25,2024-08-28
00-72907576,Kyle,Curry,Male,New York,New York City,2022-07-27,Customer Service,Customer Service Representative,Bachelor,72079,Needs Improvement,No,1984-08-20,2023-01-23
00-46540265,Keith,Martinez,Female,New York,New York City,2020-09-08,Sales,Sales Representative,Bachelor,65743,Satisfactory,No,1976-09-29,2023-10-13
00-20796722,Holly,Bender,Male,New York,Buffalo,2020-07-01,Operations,Logistics Coordinator,Bachelor,65585,Good,No,1999-10-21,2024-01-21
00-53261270,Troy,Miller,Female,New York,Rochester,2021-01-15,Operations,Inventory Specialist,Bachelor,56301,Satisfactory,Yes,2003-12-01,2023-08-13
00-40725714,Ryan,Morris,Male,Illinois,Chicago,2024-04-01,Customer Service,Customer Service Representative,High School,64352,Satisfactory,No,1976-05-31,2024-09-28
00-12784407,Christopher,Hayden,Female,New York,Buffalo,2024-11-01,Sales,Sales Representative,Bachelor,64057,Needs Improvement,No,1989-07-17,2025-04-30
00-46173157,Barbara,Sampson,Female,New York,Rochester,2020-12-30,Marketing,SEO Specialist,High School,77687,Needs Improvement,No,1987-10-29,2021-08-19
00-79654147,Emily,Adams,Female,New York,New York City,2022-01-15,Sales,Sales Representative,Bachelor,69503,Excellent,No,2000-07-04,2024-04-15
00-88561612,Katelyn,Ruiz,Male,New York,New York City,2019-08-26,Operations,Operations Analyst,Bachelor,71607,Good,Yes,1999-03-13,2022-12-18
00-73083727,Sabrina,White,Female,North Carolina,Raleigh,2018-08-02,Operations,Logistics Coordinator,Bachelor,55776,Excellent,No,1982-02-07,2019-01-29
00-99943797,Cynthia,Vasquez,Male,North Carolina,Charlotte,2016-02-03,Sales,Sales Representative,Bachelor,71746,Good,No,1965-07-17,2023-06-09
00-65250068,Michael,Cook,Female,New York,New York City,2022-09-01,Sales,Sales Representative,Bachelor,64831,Satisfactory,Yes,1997-09-29,2023-02-28
00-63747791,Mia,Rivera,Male,New York,New York City,2023-09-10,IT,System Administrator,Master,93643,Good,No,1978-01-07,2024-03-08
00-71045700,Keith,Landry,Male,New York,Buffalo,2016-10-23,Customer Service,Support Specialist,Bachelor,63107,Good,No,2001-01-11,2022-07-22
00-25558733,Andrea,Gibson,Male,New York,Buffalo,2024-04-24,Sales,Sales Consultant,Master,91602,Excellent,No,1987-08-22,2024-10-21
00-79067939,Marcus,Cordova,Male,Michigan,Grand Rapids,2023-05-28,Operations,Logistics Coordinator,Bachelor,60791,Good,No,2005-11-07,2023-11-24
00-82825679,Xavier,Travis,Male,New York,Buffalo,2019-08-28,Operations,Inventory Specialist,Bachelor,66523,Good,No,1982-03-27,2020-02-24
00-79583757,Amy,Gutierrez,Male,New York,Buffalo,2018-03-10,Operations,Inventory Specialist,Bachelor,68534,Good,Yes,1976-10-28,2024-08-23
00-69329732,Michael,Avila,Female,New York,Rochester,2022-08-16,Operations,Logistics Coordinator,Bachelor,57713,Excellent,No,1968-04-30,2023-02-12
00-83715012,Kathleen,Harris,Male,New York,New York City,2017-07-19,Operations,Logistics Coordinator,Bachelor,66373,Satisfactory,No,1985-10-14,2024-09-11
00-75056916,Sara,Kim,Male,New York,Buffalo,2016-09-11,Sales,Sales Specialist,Master,55106,Good,No,1982-01-10,2020-05-10
00-42117961,David,Dudley,Female,Pennsylvania,Philadelphia,2022-08-10,Operations,Logistics Coordinator,Bachelor,59322,Good,Yes,1983-02-14,2023-02-06
00-11835355,John,Moore,Male,Michigan,Detroit,2020-07-20,Customer Service,Support Specialist,Bachelor,70218,Excellent,Yes,1988-03-10,2021-01-16
00-25228493,Andrea,Davis,Female,New York,New York City,2019-12-28,Operations,Inventory Specialist,High School,61637,Excellent,No,1968-01-17,2023-01-10
00-30665654,Robin,Murray,Female,Pennsylvania,Philadelphia,2020-02-12,Customer Service,Help Desk Technician,High School,78187,Good,No,1984-04-13,2020-08-10
00-78299645,Marilyn,Jimenez,Male,New York,New York City,2022-09-18,Operations,Logistics Coordinator,Bachelor,72511,Good,No,1994-01-10,2023-07-26
00-74759996,William,Hill,Male,Florida,Miami,2024-10-31,Operations,Operations Analyst,Master,64031,Good,Yes,1973-12-25,2025-04-29
00-83989546,Tina,Sanchez,Female,New York,Buffalo,2017-07-20,IT,IT Support Specialist,Bachelor,57833,Good,No,2003-07-13,2024-07-29
00-78214937,Patrick,Weeks,Male,New York,Buffalo,2022-07-04,Operations,Logistics Coordinator,Bachelor,63723,Good,No,1995-11-19,2022-12-31
00-19369750,Natasha,Shields,Female,New York,New York City,2017-04-11,Sales,Sales Representative,Bachelor,62041,Satisfactory,Yes,1973-02-09,2023-07-25
00-78147397,Kristy,Perry,Female,New York,New York City,2017-12-07,Customer Service,Customer Service Manager,Master,70359,Satisfactory,No,1995-07-12,2018-06-05
00-50071487,William,Hoover,Male,Michigan,Detroit,2023-04-13,IT,Software Developer,Master,98553,Satisfactory,No,1986-06-16,2023-10-10
00-75718414,Kenneth,Matthews,Male,Michigan,Grand Rapids,2023-12-30,IT,Software Developer,Master,92993,Good,No,1986-06-18,2024-12-10
00-75007200,Tracy,Hernandez,Male,Michigan,Grand Rapids,2018-07-16,Customer Service,Customer Service Representative,Bachelor,62882,Excellent,No,1971-10-05,2024-08-18
00-82937948,Michael,Arnold,Female,New York,Rochester,2018-07-17,Sales,Sales Consultant,Master,86681,Good,No,1980-05-25,2021-07-13
00-35320492,Stanley,Morris,Female,New York,Buffalo,2024-03-09,IT,System Administrator,Bachelor,79709,Needs Improvement,No,1977-01-18,2024-09-05
00-61401477,Heidi,Armstrong,Male,New York,Buffalo,2017-03-27,Finance,Accounts Payable Specialist,Bachelor,64654,Good,No,1986-08-27,2017-09-23
00-52704903,Kimberly,Williams,Male,Ohio,Columbus,2022-09-29,Sales,Sales Consultant,Bachelor,77862,Satisfactory,No,2002-08-12,2023-03-28
00-61167978,Janet,Shepherd,Male,New York,New York City,2018-05-21,Customer Service,Support Specialist,High School,60455,Good,No,1992-04-14,2021-03-21
00-97512508,Elizabeth,Hoover,Female,New York,Rochester,2024-12-23,Finance,Accountant,Bachelor,78577,Good,No,1998-05-29,2025-06-21
00-26944487,Tyler,Johnson,Female,Illinois,Chicago,2020-07-02,Customer Service,Support Specialist,High School,62626,Needs Improvement,No,1992-01-04,2020-12-29
00-23470708,Brittany,Kane,Male,New York,Rochester,2023-11-15,Operations,Inventory Specialist,Bachelor,64127,Good,Yes,2003-03-02,2024-05-13
00-80591959,Scott,Fox,Female,Illinois,Aurora,2024-06-15,Customer Service,Support Specialist,High School,60849,Good,Yes,1986-03-26,2024-12-12
00-29348212,Jennifer,Ortiz,Female,New York,Rochester,2019-08-27,Marketing,Marketing Coordinator,Bachelor,60809,Good,No,2003-05-21,2021-10-03
00-20043277,Eric,Harrison,Male,New York,New York City,2019-12-19,IT,Software Developer,Bachelor,95037,Good,No,1979-10-25,2021-03-07
00-93652460,Matthew,Schwartz,Female,New York,Rochester,2022-08-25,Sales,Sales Specialist,Bachelor,78342,Good,No,1974-12-09,2023-02-21
00-54099326,Melissa,Phelps,Female,New York,Rochester,2023-11-09,Marketing,Content Creator,Bachelor,57915,Satisfactory,No,1976-05-12,2024-05-07
00-52501540,Norman,Stewart,Male,New York,Rochester,2021-09-19,Customer Service,Customer Service Representative,High School,64808,Good,No,1998-07-21,2024-04-18
00-82613940,Katherine,Brennan,Male,New York,Buffalo,2015-01-14,Operations,Inventory Specialist,High School,59811,Satisfactory,Yes,1995-11-15,2021-09-15
00-94712997,Casey,Welch,Female,Illinois,Naperville,2022-12-02,Finance,Accountant,Bachelor,67214,Good,No,1987-08-09,2023-05-31
00-22130508,Wendy,Francis,Male,New York,Buffalo,2019-06-07,Sales,Sales Consultant,Bachelor,74427,Excellent,No,1998-01-15,2021-10-03
00-95060193,Corey,Schultz,Male,North Carolina,Greensboro,2022-11-14,Marketing,Content Creator,High School,61214,Satisfactory,No,1986-08-28,2023-05-13
00-32329103,Scott,Benson,Male,New York,New York City,2022-11-25,Operations,Operations Analyst,Master,68628,Satisfactory,Yes,1984-08-04,2023-05-24
00-53536830,Brandon,Flynn,Female,North Carolina,Greensboro,2023-04-17,Operations,Operations Analyst,Bachelor,79092,Excellent,No,1991-03-19,2023-10-14
00-60310319,Nicholas,Thomas,Female,New York,New York City,2019-07-13,Operations,Inventory Specialist,Bachelor,62682,Excellent,No,1963-09-24,2024-05-13
00-65304649,Ashlee,Sparks,Male,New York,Buffalo,2020-03-03,Operations,Logistics Coordinator,Bachelor,63998,Excellent,No,2003-10-21,2020-08-30
00-33497411,Christian,Pitts,Male,North Carolina,Charlotte,2016-08-14,Customer Service,Support Specialist,Bachelor,62635,Good,Yes,2002-05-31,2017-02-10
00-42323627,John,Durham,Male,New York,Rochester,2020-02-22,Finance,Accounts Payable Specialist,Bachelor,62828,Good,No,1996-06-29,2020-08-20
00-41163805,Steven,King,Male,New York,Rochester,2019-04-03,Customer Service,Customer Service Representative,High School,60165,Excellent,No,1996-04-27,2022-05-14
00-44269370,Albert,Ballard,Male,New York,Rochester,2022-11-25,Operations,Operations Manager,Bachelor,98832,Good,No,1997-04-23,2023-05-24
00-83363160,Erica,Moore,Female,Michigan,Warren,2017-06-10,Operations,Logistics Coordinator,Bachelor,53036,Satisfactory,Yes,2003-04-05,2024-04-20
00-88862539,Michael,Matthews,Male,Pennsylvania,Philadelphia,2017-08-21,IT,Software Developer,Bachelor,105643,Good,No,2003-06-29,2022-11-03
00-43567615,Roger,Wright,Male,New York,New York City,2019-11-04,Operations,Logistics Coordinator,Bachelor,70767,Satisfactory,No,1997-07-03,2020-05-02
00-61632653,James,Cruz,Male,New York,New York City,2023-06-25,Operations,Inventory Specialist,Bachelor,70801,Needs Improvement,Yes,1976-06-11,2023-12-22
00-61185849,John,Armstrong,Female,Michigan,Warren,2020-07-28,Operations,Operations Analyst,Master,86141,Good,No,2000-08-30,2021-01-24
00-49625201,Victoria,Phillips,Female,New York,Buffalo,2015-12-22,Customer Service,Support Specialist,High School,57822,Good,Yes,1975-04-28,2021-06-03
00-46840133,Dominique,Hill,Female,New York,Rochester,2015-07-25,Customer Service,Help Desk Technician,Bachelor,72330,Good,No,1991-07-10,2018-07-04
00-16582607,Gina,Garner,Female,New York,New York City,2024-01-18,Sales,Sales Representative,Bachelor,66633,Good,Yes,1990-05-19,2024-07-16
00-48412328,Catherine,Crawford,Female,Illinois,Chicago,2023-11-26,IT,System Administrator,Master,73896,Good,No,1983-12-12,2024-05-24
00-57287718,Justin,Lindsey,Male,New York,Rochester,2017-08-09,Customer Service,Help Desk Technician,High School,83716,Needs Improvement,Yes,1983-12-22,2018-02-05
00-43638559,Michael,Fields,Male,New York,Rochester,2022-08-15,Operations,Logistics Coordinator,Bachelor,70412,Good,No,1977-10-19,2023-02-11
00-98473848,Erica,Le,Female,New York,Rochester,2022-08-28,IT,Software Developer,Master,106703,Satisfactory,Yes,1995-08-09,2023-02-24
00-23041121,Mary,Fuller,Female,Pennsylvania,Allentown,2023-11-25,Operations,Inventory Specialist,High School,53996,Excellent,No,1987-11-25,2024-05-23
00-51464269,Debbie,Parker,Male,New York,Buffalo,2023-06-10,IT,System Administrator,Master,74152,Satisfactory,No,2000-12-28,2023-12-07
00-58970845,Bethany,Oconnor,Male,New York,Rochester,2022-02-02,Finance,Accountant,Bachelor,95086,Good,No,1980-11-02,2022-08-01
00-53851498,Kenneth,Burgess,Male,New York,New York City,2022-03-05,IT,Software Developer,Bachelor,84345,Good,No,1997-07-22,2022-09-01
00-27738187,David,Ryan,Male,Michigan,Detroit,2023-12-20,IT,IT Support Specialist,Bachelor,66840,Satisfactory,No,1979-02-21,2024-06-17
00-77349752,Alyssa,Mcintyre,Female,New York,New York City,2024-10-30,IT,System Administrator,Master,85530,Good,No,1999-05-07,2025-04-28
00-74672520,Jonathan,Summers,Male,New York,Rochester,2024-06-24,Finance,Accountant,Bachelor,65390,Good,No,1987-06-07,2024-12-21
00-55461591,Lindsay,Francis,Male,Michigan,Detroit,2023-05-04,Finance,Accountant,Bachelor,80803,Good,No,2002-05-10,2023-10-31
